Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
4-March-2021,1106.70,1118.00,1086.05,1097.90,1105.077493663336812285,26828,2299,29647019.00,11412,42.54,31.95,-8.80
3-March-2021,1117.80,1123.00,1106.00,1112.80,1113.529007735396105628,14996,1292,16698481.00,7523,50.17,17.00,-5.00
2-March-2021,1094.70,1119.00,1091.15,1106.55,1106.589402110199296600,21325,1375,23598019.00,8961,42.02,27.85,11.85
1-March-2021,1100.00,1104.00,1080.00,1085.00,1088.987083602424949480,48001,2441,52272469.00,24682,51.42,24.00,-15.00
26-February-2021,1094.70,1114.10,1071.50,1087.40,1092.968837503387227892,44284,2472,48401032.00,11209,25.31,42.60,-7.30
25-February-2021,1074.00,1100.00,1060.15,1095.90,1083.744934395402395993,47329,3224,51292564.00,14708,31.08,39.85,21.90
24-February-2021,1035.00,1090.00,1035.00,1059.55,1058.276731803011388244,78502,4087,83076840.00,37094,47.25,55.00,24.55
23-February-2021,1055.00,1071.30,1011.35,1030.00,1038.570341434402962882,73982,3437,76835511.00,18559,25.09,59.95,-25.00
22-February-2021,1065.00,1091.90,1041.00,1054.60,1071.388660091485190644,65803,3634,70500588.00,14415,21.91,50.90,-10.40
19-February-2021,1060.05,1082.75,1051.00,1060.80,1067.111205217244007791,35421,2540,37798146.00,10586,29.89,31.75,0.75
18-February-2021,1044.95,1074.10,1023.70,1053.15,1056.898470808936387925,35182,1900,37183802.00,14383,40.88,50.40,8.20
17-February-2021,1029.00,1052.00,1009.60,1039.85,1036.098683308188177204,29164,1988,30216782.00,11914,40.85,42.40,10.85
16-February-2021,1035.60,1035.60,1007.00,1017.05,1017.514792342787263063,21261,1313,21633382.00,6988,32.87,28.60,-18.55
15-February-2021,1040.00,1047.60,1026.50,1035.40,1036.901592577892438975,40312,2430,41799577.00,9917,24.60,21.10,-4.60
12-February-2021,995.70,1048.30,995.70,1025.85,1023.763811720306111751,76312,4050,78125464.00,15448,20.24,52.60,30.15
11-February-2021,1009.90,1015.90,991.00,994.15,998.179459459459459459,21275,1377,21236268.00,8845,41.57,24.90,-15.75
10-February-2021,1023.80,1023.80,993.00,1007.50,1006.637529481132075471,27136,1484,27316116.00,9151,33.72,30.80,-16.30
9-February-2021,1041.50,1043.95,1010.00,1014.85,1022.980425877864982333,31981,2148,32715937.00,9971,31.18,33.95,-26.65
8-February-2021,1022.45,1064.95,1021.25,1033.70,1045.446058659051698494,84045,6107,87864514.00,27267,32.44,43.70,11.25
5-February-2021,979.00,1019.00,969.70,1013.00,998.038769380349670989,57597,4068,57484039.00,22171,38.49,49.30,34.00
4-February-2021,973.00,978.35,964.05,976.15,972.625724237248400817,59718,4079,58083263.00,35799,59.95,14.30,3.15
3-February-2021,972.00,977.00,951.00,964.80,963.365073134451698206,48404,3053,46630723.00,16055,33.17,26.00,-7.20
2-February-2021,915.00,940.00,915.00,933.35,925.272565512779035910,24728,1802,22880140.00,7257,29.35,25.00,18.35
1-February-2021,937.50,947.55,906.20,908.80,924.431742677850896732,78563,6417,72626131.00,28521,36.30,41.35,-28.70
29-January-2021,930.05,942.00,922.05,927.40,931.197733638910109498,15708,1195,14627254.00,7227,46.01,19.95,-2.65
28-January-2021,914.50,929.00,884.00,922.20,914.615193698068414805,37068,3497,33902956.00,20008,53.98,45.00,7.70
27-January-2021,936.05,945.00,912.10,916.25,927.952665941240478781,34922,3639,32405963.00,18968,54.32,32.90,-19.80
25-January-2021,967.70,967.70,932.60,944.95,948.851308806332643698,22234,1677,21096760.00,6443,28.98,35.10,-22.75
22-January-2021,966.00,974.55,942.40,947.80,952.746682341238441887,44233,4384,42142844.00,19218,43.45,32.15,-18.20
21-January-2021,974.00,975.55,966.00,969.20,970.386205419299560886,18674,1654,18120992.00,7371,39.47,9.55,-4.80
20-January-2021,977.10,980.65,957.65,969.80,969.646256570535587441,21117,1509,20476020.00,6077,28.78,23.00,-7.30
19-January-2021,980.00,988.30,966.20,969.85,974.139983053425163490,46027,3565,44836741.00,15867,34.47,22.10,-10.15
18-January-2021,979.00,979.00,941.35,962.15,955.626318924438393464,70512,3589,67383123.00,10956,15.54,37.65,-16.85
15-January-2021,1020.00,1020.00,950.55,965.70,986.712795655491225708,111405,7683,109924739.00,26929,24.17,69.45,-54.30
14-January-2021,1014.00,1047.00,967.50,1009.00,1009.959712710262861425,437607,24651,441965440.00,92601,21.16,79.50,-5.00
13-January-2021,901.35,939.90,900.85,920.90,922.168827700077700077,41184,2327,37978601.00,9161,22.24,39.05,19.55
12-January-2021,908.00,915.00,897.25,901.35,904.992794520547945205,36500,3209,33032237.00,14232,38.99,17.75,-6.65
11-January-2021,930.00,930.00,905.00,907.95,915.482516819861650715,21106,1539,19322174.00,10224,48.44,25.00,-22.05
8-January-2021,933.90,940.45,909.65,912.30,925.108759685559370368,53301,4123,49309222.00,22921,43.00,30.80,-21.60
7-January-2021,949.00,967.45,926.30,931.00,942.024429653209858679,41466,2308,39061985.00,10689,25.78,41.15,-18.00
6-January-2021,931.10,960.10,931.10,943.70,947.008599110639926966,67914,4397,64315142.00,22586,33.26,29.00,12.60
